area_type,availability,location,size_bhk,total_sqft,bath,balcony,price,price_per_sqft,availability_grouped
Super built-up  Area,Ready To Move,Old Madras Road,2.0,1210.0,2.0,1.0,74.0,6115.702479338843,Ready To Move
Super built-up  Area,Ready To Move,Jnana Ganga Nagar,2.0,1230.0,2.0,2.0,70.0,5691.056910569106,Ready To Move
Super built-up  Area,Ready To Move,5th Phase JP Nagar,3.0,1350.0,2.0,1.0,75.0,5555.555555555556,Ready To Move
Super built-up  Area,Ready To Move,Kenchenahalli,2.0,1150.0,2.0,2.0,58.0,5043.478260869565,Ready To Move
Super built-up  Area,19-Apr,Sarjapur,3.0,1404.0,2.0,0.0,53.35,3799.8575498575497,Upcoming
Super built-up  Area,Ready To Move,OMBR Layout,2.0,1050.0,2.0,3.0,48.0,4571.428571428572,Ready To Move
Super built-up  Area,Ready To Move,Yelahanka,2.0,1285.0,2.0,2.0,56.0,4357.976653696498,Ready To Move
Super built-up  Area,Ready To Move,Hormavu,2.0,1018.0,2.0,1.0,50.8,4990.176817288801,Ready To Move
Plot  Area,Ready To Move,Hoskote,3.0,1200.0,3.0,2.0,57.0,4750.0,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1115.0,2.0,2.0,50.0,4484.304932735426,Ready To Move
Super built-up  Area,Ready To Move,Ejipura,3.0,1600.0,3.0,3.0,95.0,5937.5,Ready To Move
Super built-up  Area,21-Sep,9th Phase JP Nagar,2.0,1480.0,2.0,1.0,80.0,5405.405405405405,Upcoming
Built-up  Area,Ready To Move,Kodichikkanahalli,5.0,2500.0,7.0,0.0,125.0,5000.0,Ready To Move
Built-up  Area,Ready To Move,Kaval Byrasandra,1.0,480.0,1.0,1.0,25.0,5208.333333333333,Ready To Move
Super built-up  Area,Ready To Move,Akshaya Nagar,3.0,1435.0,3.0,3.0,53.0,3693.3797909407667,Ready To Move
Built-up  Area,Ready To Move,Lingarajapuram,1.0,450.0,1.0,2.0,60.0,13333.333333333334,Ready To Move
Super built-up  Area,Ready To Move,Austin Town,1.0,600.0,2.0,0.0,23.0,3833.3333333333335,Ready To Move
Super built-up  Area,Ready To Move,CV Raman Nagar,3.0,1590.0,2.0,3.0,85.0,5345.911949685535,Ready To Move
Built-up  Area,Ready To Move,Nagavara,2.0,936.0,2.0,0.0,40.2,4294.871794871795,Ready To Move
Super built-up  Area,Ready To Move,Banashankari,2.0,1181.0,2.0,1.0,75.0,6350.550381033023,Ready To Move
Super built-up  Area,18-Apr,Kengeri,3.0,1741.0,3.0,2.0,80.0,4595.060310166571,Upcoming
Super built-up  Area,19-Dec,JP Nagar,3.0,1750.0,3.0,1.0,123.0,7028.571428571428,Upcoming
Super built-up  Area,Ready To Move,Varthur Road,2.0,1050.0,2.0,2.0,42.7,4066.6666666666665,Ready To Move
Super built-up  Area,17-Dec,Tumkur Road,2.0,1027.0,2.0,1.0,60.0,5842.259006815969,Upcoming
Built-up  Area,Ready To Move,Dollar Scheme Colony,4.0,3463.0,6.0,0.0,310.0,8951.775916835115,Ready To Move
Built-up  Area,Ready To Move,Sector 2 HSR Layout,3.0,1600.0,3.0,2.0,70.0,4375.0,Ready To Move
Super built-up  Area,19-Mar,Hebbal,4.0,2790.0,5.0,3.0,198.0,7096.774193548387,Upcoming
Super built-up  Area,Ready To Move,Sahakara Nagar,2.0,1000.0,2.0,1.0,60.0,6000.0,Ready To Move
Super built-up  Area,18-Apr,Varthur,2.0,1120.0,2.0,2.0,44.24,3950.0,Upcoming
Plot  Area,Ready To Move,Jinkethimmanahalli,2.0,1200.0,2.0,0.0,85.0,7083.333333333333,Ready To Move
Super built-up  Area,18-Jun,Kothnoor Dinne,2.0,1200.0,2.0,2.0,35.0,2916.6666666666665,Upcoming
Super built-up  Area,Ready To Move,Kasturi Nagar,3.0,1570.0,3.0,2.0,110.0,7006.369426751592,Ready To Move
Super built-up  Area,Ready To Move,Koramangala,3.0,1500.0,3.0,1.0,135.0,9000.0,Ready To Move
Built-up  Area,Ready To Move,Frazer Town,2.0,1315.0,2.0,2.0,140.0,10646.38783269962,Ready To Move
Super built-up  Area,18-Apr,Electronic City Phase II,2.0,1140.0,2.0,1.0,33.84,2968.421052631579,Upcoming
Super built-up  Area,Ready To Move,Banashankari,2.0,1105.0,2.0,2.0,90.0,8144.796380090498,Ready To Move
Built-up  Area,18-Dec,Electronic City,2.0,1200.0,2.0,1.0,34.65,2887.5,Upcoming
Super built-up  Area,18-Dec,Whitefield,1.0,905.0,1.0,1.0,62.0,6850.828729281768,Upcoming
Plot  Area,Ready To Move,HSR Layout,4.0,2400.0,4.0,0.0,350.0,14583.333333333334,Ready To Move
Super built-up  Area,Ready To Move,Kudlu Gate,2.0,1185.0,2.0,1.0,50.0,4219.4092827004215,Ready To Move
Super built-up  Area,Ready To Move,Koramangala,2.0,1083.0,2.0,1.0,100.0,9233.610341643584,Ready To Move
Super built-up  Area,Ready To Move,Rayasandra,3.0,1458.0,3.0,2.0,60.0,4115.22633744856,Ready To Move
Super built-up  Area,Ready To Move,Hormavu,3.0,1555.0,3.0,2.0,75.0,4823.15112540193,Ready To Move
Built-up  Area,Ready To Move,Devi Nagar,2.0,1200.0,2.0,2.0,45.0,3750.0,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1308.0,2.0,1.0,58.86,4500.0,Ready To Move
Super built-up  Area,Ready To Move,Kudlu,2.0,1024.0,2.0,2.0,44.0,4296.875,Ready To Move
Super built-up  Area,Ready To Move,Parappana Agrahara,2.0,1194.0,2.0,2.0,47.0,3936.348408710218,Ready To Move
Super built-up  Area,Ready To Move,Kanakapura,3.0,1450.0,3.0,1.0,75.0,5172.413793103448,Ready To Move
Super built-up  Area,Ready To Move,Seegehalli,3.0,1639.0,3.0,3.0,120.0,7321.537522879805,Ready To Move
Super built-up  Area,19-Jun,Whitefield,3.0,1870.0,3.0,2.0,138.0,7379.679144385027,Upcoming
Super built-up  Area,18-Oct,Hennur Road,2.0,1232.0,2.0,1.0,87.0,7061.688311688312,Upcoming
Super built-up  Area,Ready To Move,Kasavanhalli,3.0,1719.0,3.0,1.0,184.0,10703.89761489238,Ready To Move
Super built-up  Area,18-May,Chandapura,2.0,975.0,2.0,1.0,24.86,2549.74358974359,Upcoming
Super built-up  Area,Ready To Move,New Gurappana Palya,3.0,2000.0,4.0,2.0,130.0,6500.0,Ready To Move
Super built-up  Area,Ready To Move,Jakkur,2.0,1230.0,2.0,1.0,79.0,6422.764227642277,Ready To Move
Plot  Area,Ready To Move,Guddadahalli,4.0,1350.0,4.0,2.0,140.0,10370.37037037037,Ready To Move
Super built-up  Area,Ready To Move,KR Puram,2.0,1076.0,2.0,2.0,67.0,6226.7657992565055,Ready To Move
Built-up  Area,Ready To Move,Kumaraswami Layout,7.0,2400.0,7.0,1.0,125.0,5208.333333333333,Ready To Move
Super built-up  Area,Ready To Move,Vasanthpura,3.0,995.0,2.0,2.0,34.82,3499.497487437186,Ready To Move
Super built-up  Area,Ready To Move,Kodigehaali,3.0,2120.0,3.0,2.0,177.0,8349.056603773584,Ready To Move
Plot  Area,Ready To Move,Kasthuri Nagar East Of NGEF,6.0,2400.0,7.0,2.0,460.0,19166.666666666668,Ready To Move
Super built-up  Area,Ready To Move,Electronic City,2.0,1096.0,2.0,2.0,40.55,3699.8175182481746,Ready To Move
Super built-up  Area,Ready To Move,Horamavu Agara,2.0,1107.83,2.0,1.0,41.51,3746.964787016059,Ready To Move
Built-up  Area,Ready To Move,Chamrajpet,1.0,505.0,1.0,0.0,85.0,16831.68316831683,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,1320.0,2.0,2.0,115.0,8712.121212121212,Ready To Move
Super built-up  Area,18-Feb,Whitefield,2.0,1320.0,2.0,1.0,99.26,7519.69696969697,Upcoming
Super built-up  Area,Ready To Move,Whitefield,3.0,2901.0,4.0,2.0,190.0,6549.465701482248,Ready To Move
Built-up  Area,Ready To Move,GM Palaya,3.0,1315.0,2.0,2.0,65.0,4942.9657794676805,Ready To Move
Super built-up  Area,Ready To Move,VGP Layout,2.0,1000.0,2.0,1.0,44.0,4400.0,Ready To Move
Super built-up  Area,Ready To Move,Hosakerehalli,3.0,1596.0,3.0,3.0,79.8,5000.0,Ready To Move
Super built-up  Area,Ready To Move,Bannerghatta Road,3.0,1750.0,3.0,2.0,130.0,7428.571428571428,Ready To Move
Plot  Area,Ready To Move,Whitefield,4.0,2403.0,4.0,2.0,270.0,11235.955056179775,Ready To Move
Super built-up  Area,20-Dec,Old Madras Road,3.0,1350.0,3.0,2.0,47.25,3500.0,Upcoming
Super built-up  Area,18-Jul,"TR Mill Road, Chamarajpet",2.0,1175.0,2.0,2.0,79.0,6723.404255319149,Upcoming
Super built-up  Area,Ready To Move,Talaghattapura,2.0,921.0,2.0,1.0,29.47,3199.782844733985,Ready To Move
Built-up  Area,Ready To Move,Malleshwaram,4.0,4000.0,4.0,2.0,1100.0,27500.0,Ready To Move
Super built-up  Area,Ready To Move,Sultan Palaya,3.0,1713.0,3.0,3.0,125.0,7297.139521307648,Ready To Move
Built-up  Area,Ready To Move,Ittamadu,2.0,1200.0,2.0,0.0,43.0,3583.3333333333335,Ready To Move
Built-up  Area,Ready To Move,8th Phase JP Nagar,3.0,1900.0,4.0,1.0,90.0,4736.8421052631575,Ready To Move
Super built-up  Area,Ready To Move,Kudlu Gate,3.0,1664.0,3.0,2.0,68.0,4086.5384615384614,Ready To Move
Super built-up  Area,19-Dec,Binny Pete,3.0,1795.0,3.0,2.0,139.0,7743.732590529248,Upcoming
Built-up  Area,Ready To Move,Kereguddadahalli,1.0,600.0,1.0,1.0,19.5,3250.0,Ready To Move
Built-up  Area,Ready To Move,Hoodi,2.0,1240.0,2.0,3.0,65.0,5241.935483870968,Ready To Move
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,1965.0,4.0,2.0,132.0,6717.557251908397,Ready To Move
Plot  Area,Ready To Move,Sarjapur,4.0,4111.0,4.0,1.0,370.0,9000.243249817562,Ready To Move
Super built-up  Area,19-Dec,Electronics City Phase 1,2.0,1200.0,2.0,2.0,59.76,4980.0,Upcoming
Super built-up  Area,Ready To Move,Ganga Nagar,2.0,1112.0,2.0,3.0,68.0,6115.107913669065,Ready To Move
Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3.0,3000.0,3.0,2.0,60.0,2000.0,Ready To Move
Super built-up  Area,Ready To Move,Mahadevpura,2.0,1136.0,2.0,3.0,64.5,5677.816901408451,Ready To Move
Super built-up  Area,Ready To Move,Jigani,2.0,914.0,2.0,2.0,55.0,6017.505470459519,Ready To Move
Super built-up  Area,Ready To Move,Poorna Pragna Layout,3.0,1270.0,2.0,1.0,50.79,3999.212598425197,Ready To Move
Super built-up  Area,Ready To Move,Rachenahalli,2.0,1050.0,2.0,2.0,47.25,4500.0,Ready To Move
Super built-up  Area,Ready To Move,Marathahalli,3.0,1385.0,2.0,2.0,68.5,4945.848375451264,Ready To Move
Super built-up  Area,Ready To Move,Medahalli,2.0,990.0,2.0,3.0,35.0,3535.3535353535353,Ready To Move
Built-up  Area,Ready To Move,Yelahanka,2.0,845.0,2.0,2.0,43.0,5088.757396449704,Ready To Move
Super built-up  Area,20-Sep,Whitefield,2.0,1485.0,2.0,1.0,96.51,6498.989898989899,Upcoming
Super built-up  Area,Ready To Move,Kanakapura,3.0,1460.0,2.0,3.0,43.79,2999.3150684931506,Ready To Move
Super built-up  Area,Ready To Move,Thanisandra,2.0,1450.0,2.0,1.0,57.0,3931.0344827586205,Ready To Move
Built-up  Area,Ready To Move,HSR Layout,3.0,1360.0,2.0,1.0,53.0,3897.0588235294117,Ready To Move
Built-up  Area,Ready To Move,Singasandra,2.0,1375.0,2.0,3.0,58.0,4218.181818181818,Ready To Move
Super built-up  Area,Ready To Move,Uttarahalli,2.0,1125.0,2.0,1.0,48.0,4266.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Banashankari,1.0,720.0,1.0,1.0,60.0,8333.333333333334,Ready To Move
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1460.0,2.0,2.0,100.0,6849.315068493151,Ready To Move
Built-up  Area,Ready To Move,Green View Layout,2.0,1107.0,2.0,2.0,40.0,3613.369467028004,Ready To Move
Built-up  Area,Ready To Move,Maruthi Nagar,2.0,1158.0,2.0,3.0,75.0,6476.683937823835,Ready To Move
Super built-up  Area,Ready To Move,Yelachenahalli,2.0,800.0,1.0,1.0,30.0,3750.0,Ready To Move
Super built-up  Area,Ready To Move,Bhoganhalli,3.0,1760.0,3.0,2.0,128.0,7272.727272727273,Ready To Move
Plot  Area,Ready To Move,Nandi Hills,4.0,3200.0,4.0,2.0,200.0,6250.0,Ready To Move
Plot  Area,17-Dec,HAL 2nd Stage,2.0,600.0,3.0,2.0,145.0,24166.666666666668,Upcoming
Built-up  Area,Ready To Move,TC Palaya,3.0,1350.0,3.0,1.0,60.0,4444.444444444444,Ready To Move
Built-up  Area,18-Dec,Huskur,2.0,1125.0,2.0,1.0,32.49,2888.0,Upcoming
Super built-up  Area,Ready To Move,Frazer Town,3.0,1706.0,3.0,3.0,154.0,9026.963657678782,Ready To Move
Super built-up  Area,Ready To Move,BTM Layout,3.0,1600.0,3.0,2.0,112.0,7000.0,Ready To Move
Super built-up  Area,Ready To Move,Ramesh Nagar,2.0,1200.0,2.0,0.0,90.0,7500.0,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,3.0,1755.0,3.0,3.0,101.0,5754.985754985755,Ready To Move
Super built-up  Area,Ready To Move,Hulimavu,2.0,1200.0,2.0,1.0,50.0,4166.666666666667,Ready To Move
Super built-up  Area,Ready To Move,BEML Layout,2.0,1200.0,2.0,2.0,67.0,5583.333333333333,Ready To Move
Super built-up  Area,Ready To Move,Chokkanahalli,2.0,1266.67,2.0,0.0,69.0,5447.3540859103,Ready To Move
Super built-up  Area,Ready To Move,Kariyammana Agrahara,3.0,1800.0,3.0,2.0,90.0,5000.0,Ready To Move
Plot  Area,Ready To Move,Sector 7 HSR Layout,3.0,1200.0,4.0,1.0,275.0,22916.666666666668,Ready To Move
Super built-up  Area,22-Dec,2nd Phase Judicial Layout,3.0,1300.0,3.0,2.0,64.0,4923.076923076923,Upcoming
Plot  Area,Ready To Move,Whitefield,4.0,4800.0,5.0,2.0,550.0,11458.333333333334,Ready To Move
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1128.0,2.0,2.0,40.0,3546.099290780142,Ready To Move
Plot  Area,Ready To Move,NS Palya,2.0,2000.0,2.0,1.0,160.0,8000.0,Ready To Move
Super built-up  Area,18-Mar,Panathur,2.0,1210.0,2.0,1.0,80.0,6611.570247933884,Upcoming
Super built-up  Area,18-Jul,Arekere,4.0,2710.0,6.0,2.0,142.0,5239.852398523985,Upcoming
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1151.0,2.0,2.0,39.0,3388.3579496090356,Ready To Move
Super built-up  Area,19-Jan,Rajaji Nagar,5.0,7500.0,8.0,3.0,1700.0,22666.666666666668,Upcoming
Super built-up  Area,Ready To Move,HOSUR MAIN ROAD,3.0,1464.0,3.0,2.0,56.0,3825.136612021858,Ready To Move
Super built-up  Area,Ready To Move,Electronic City,2.0,1017.0,2.0,2.0,27.0,2654.8672566371683,Ready To Move
Built-up  Area,Ready To Move,Sarjapur  Road,2.0,920.0,2.0,1.0,40.0,4347.826086956522,Ready To Move
Plot  Area,Ready To Move,HRBR Layout,4.0,1200.0,3.0,1.0,180.0,15000.0,Ready To Move
Super built-up  Area,Ready To Move,Munnekollal,3.0,1750.0,3.0,3.0,86.5,4942.857142857143,Ready To Move
Built-up  Area,Ready To Move,Dasanapura,2.0,1163.0,2.0,1.0,65.0,5588.993981083405,Ready To Move
Super built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1650.0,3.0,3.0,110.0,6666.666666666667,Ready To Move
Super built-up  Area,Ready To Move,Kundalahalli Colony,3.0,1800.0,3.0,3.0,95.0,5277.777777777777,Ready To Move
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,1100.0,2.0,1.0,58.0,5272.727272727273,Ready To Move
Built-up  Area,Ready To Move,R.T. Nagar,2.0,1200.0,2.0,2.0,60.0,5000.0,Ready To Move
Super built-up  Area,Ready To Move,Ganga Nagar,3.0,1410.0,3.0,2.0,65.0,4609.929078014185,Ready To Move
Super built-up  Area,19-Jun,Begur Road,3.0,1933.0,3.0,2.0,98.0,5069.839627521987,Upcoming
Super built-up  Area,Ready To Move,Begur Road,2.0,1200.0,2.0,2.0,45.6,3800.0,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,3.0,1608.0,2.0,3.0,63.0,3917.910447761194,Ready To Move
Plot  Area,Ready To Move,Jakkasandra Extension,4.0,2679.0,5.0,2.0,280.0,10451.661067562523,Ready To Move
Super built-up  Area,Ready To Move,Horamavu Banaswadi,2.0,1156.0,2.0,2.0,46.9,4057.093425605536,Ready To Move
Plot  Area,18-Mar,T.C PALYA,2.0,1230.0,2.0,0.0,75.0,6097.5609756097565,Upcoming
Super built-up  Area,Ready To Move,Kasavanhalli,1.0,770.0,1.0,1.0,43.82,5690.909090909091,Ready To Move
Super built-up  Area,Ready To Move,Ardendale,3.0,1777.26,3.0,2.0,105.0,5907.970696465346,Ready To Move
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,1339.0,2.0,2.0,85.0,6348.020911127707,Ready To Move
Built-up  Area,18-Mar,Sarjapur  Road,3.0,3044.0,3.0,2.0,183.0,6011.826544021025,Upcoming
Built-up  Area,Ready To Move,Chennappa Layout,2.0,1080.0,2.0,2.0,44.8,4148.148148148148,Ready To Move
Carpet  Area,Ready To Move,Doddabommasandra,8.0,3150.0,5.0,2.0,145.0,4603.174603174603,Ready To Move
Plot  Area,Ready To Move,Nagadevanahalli,2.0,2400.0,2.0,2.0,135.0,5625.0,Ready To Move
Built-up  Area,Ready To Move,Hulimavu,3.0,1450.0,3.0,3.0,72.0,4965.517241379311,Ready To Move
Super built-up  Area,18-Mar,Kothanur,2.0,1075.0,2.0,2.0,53.0,4930.232558139535,Upcoming
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1163.0,2.0,2.0,62.0,5331.04041272571,Ready To Move
Built-up  Area,Ready To Move,TC Palaya,2.0,1200.0,2.0,0.0,65.0,5416.666666666667,Ready To Move
Plot  Area,Ready To Move,Marathahalli,4.0,3090.0,4.0,2.0,325.0,10517.79935275081,Ready To Move
Built-up  Area,Ready To Move,Hebbal,2.0,1299.0,2.0,1.0,100.0,7698.229407236336,Ready To Move
Built-up  Area,18-Dec,Electronic City,2.0,1130.0,2.0,1.0,32.63,2887.610619469027,Upcoming
Super built-up  Area,Ready To Move,HRBR Layout,2.0,1170.0,2.0,2.0,75.0,6410.25641025641,Ready To Move
Super built-up  Area,Ready To Move,Yelahanka,4.0,2600.0,4.0,3.0,175.0,6730.7692307692305,Ready To Move
Super built-up  Area,Ready To Move,KR Puram,2.0,1140.0,2.0,1.0,43.32,3800.0,Ready To Move
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,1900.0,3.0,3.0,125.0,6578.9473684210525,Ready To Move
Built-up  Area,18-Jul,Bommasandra Industrial Area,2.0,1090.0,2.0,1.0,31.48,2888.0733944954127,Upcoming
Super built-up  Area,Ready To Move,Electronic City,2.0,1110.0,2.0,1.0,39.95,3599.0990990990995,Ready To Move
Super built-up  Area,18-Jan,Nagavarapalya,1.0,705.0,1.0,1.0,57.0,8085.106382978724,Upcoming
Super built-up  Area,Ready To Move,HBR Layout,2.0,1089.0,2.0,1.0,60.0,5509.641873278237,Ready To Move
Plot  Area,Ready To Move,tc.palya,2.0,880.0,2.0,1.0,48.0,5454.545454545455,Ready To Move
Built-up  Area,Ready To Move,Kereguddadahalli,2.0,1080.0,2.0,2.0,32.0,2962.962962962963,Ready To Move
Super built-up  Area,18-Feb,Thanisandra,2.0,1093.0,2.0,1.0,68.1,6230.558096980786,Upcoming
Super built-up  Area,18-Oct,Banashankari Stage III,3.0,1480.0,3.0,1.0,75.48,5100.0,Upcoming
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,1703.0,3.0,2.0,125.0,7339.988256018791,Ready To Move
Super built-up  Area,Ready To Move,Hebbal,2.0,1200.0,2.0,1.0,60.0,5000.0,Ready To Move
Super built-up  Area,Ready To Move,Marathahalli,3.0,1690.0,3.0,2.0,116.0,6863.905325443787,Ready To Move
Super built-up  Area,Ready To Move,Yelahanka,2.0,1305.0,2.0,1.0,78.0,5977.0114942528735,Ready To Move
Super built-up  Area,18-Sep,Talaghattapura,3.0,1257.0,2.0,2.0,40.22,3199.6817820206843,Upcoming
Super built-up  Area,Ready To Move,Subash Nagar,2.0,1150.0,2.0,2.0,45.0,3913.0434782608695,Ready To Move
Super built-up  Area,Ready To Move,Stage-4 Bommanahalli,2.0,1194.0,2.0,0.0,55.0,4606.365159128978,Ready To Move
Built-up  Area,Ready To Move,Chokkahalli,3.0,2000.0,3.0,1.0,90.0,4500.0,Ready To Move
Plot  Area,Ready To Move,Anekal,3.0,1500.0,4.0,1.0,99.0,6600.0,Ready To Move
Built-up  Area,Ready To Move,Bellari Road,2.0,1025.0,2.0,0.0,42.5,4146.341463414634,Ready To Move
Built-up  Area,Ready To Move,Horamavu Agara,2.0,980.0,2.0,1.0,38.19,3896.938775510204,Ready To Move
Plot  Area,Ready To Move,Hosakerehalli,3.0,1200.0,2.0,1.0,100.0,8333.333333333334,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,3.0,2225.0,3.0,1.0,149.0,6696.6292134831465,Ready To Move
Super built-up  Area,Ready To Move,Ashirvad Colony,2.0,1022.0,2.0,2.0,57.0,5577.2994129158515,Ready To Move
Built-up  Area,Ready To Move,Narayanapura,2.0,1153.0,2.0,2.0,45.0,3902.8620988725065,Ready To Move
Super built-up  Area,Ready To Move,Pai Layout,2.0,1175.0,2.0,2.0,60.0,5106.382978723404,Ready To Move
Built-up  Area,Ready To Move,Vidyaranyapura,3.0,1560.0,3.0,3.0,68.0,4358.974358974359,Ready To Move
Built-up  Area,Ready To Move,Yelahanka New Town,1.0,650.0,1.0,1.0,17.0,2615.3846153846152,Ready To Move
Super built-up  Area,Ready To Move,Billekahalli,2.0,1350.0,3.0,2.0,55.0,4074.074074074074,Ready To Move
Plot  Area,Ready To Move,Akshya Nagar,2.0,1200.0,2.0,1.0,76.0,6333.333333333333,Ready To Move
Super built-up  Area,Ready To Move,Telecom Layout,2.0,1200.0,1.0,1.0,54.0,4500.0,Ready To Move
Super built-up  Area,Ready To Move,Chandapura,2.0,800.0,2.0,1.0,25.0,3125.0,Ready To Move
Super built-up  Area,20-Dec,Electronic City,4.0,2093.0,4.0,1.0,104.0,4968.944099378882,Upcoming
Super built-up  Area,18-Oct,Uttarahalli,3.0,1320.0,2.0,2.0,55.44,4200.0,Upcoming
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1275.0,2.0,1.0,73.0,5725.490196078431,Ready To Move
Super built-up  Area,Ready To Move,Begur Road,2.0,1215.0,2.0,2.0,43.13,3549.794238683128,Ready To Move
Super built-up  Area,Ready To Move,Kanakapura,2.0,1130.0,2.0,1.0,45.2,4000.0,Ready To Move
Super built-up  Area,Ready To Move,Begur Road,3.0,1444.0,2.0,2.0,71.5,4951.523545706371,Ready To Move
Super built-up  Area,Ready To Move,Vikram Nagar,2.0,950.0,2.0,2.0,38.0,4000.0,Ready To Move
Super built-up  Area,Ready To Move,Padmanabhanagar,2.0,1000.0,1.0,2.0,90.0,9000.0,Ready To Move
Super built-up  Area,Ready To Move,Banashankari Stage II,3.0,1240.0,2.0,2.0,59.52,4800.0,Ready To Move
Super built-up  Area,Ready To Move,Hennur,2.0,1231.0,2.0,2.0,50.0,4061.7384240454917,Ready To Move
Super built-up  Area,Ready To Move,Benson Town,2.0,1300.0,2.0,1.0,120.0,9230.76923076923,Ready To Move
Super built-up  Area,18-Aug,Yeshwanthpur,3.0,1713.0,3.0,2.0,110.0,6421.482778750729,Upcoming
Super built-up  Area,Ready To Move,Kogilu,2.0,1200.0,2.0,1.0,53.33,4444.166666666667,Ready To Move
Built-up  Area,Ready To Move,Sarjapur  Road,3.0,3004.0,4.0,2.0,158.0,5259.65379494008,Ready To Move
Built-up  Area,Ready To Move,Sonnenahalli,3.0,1310.0,2.0,0.0,46.0,3511.4503816793895,Ready To Move
Super built-up  Area,Ready To Move,Jalahalli,2.0,790.0,2.0,1.0,49.5,6265.822784810127,Ready To Move
Super built-up  Area,Ready To Move,Koramangala,3.0,1744.0,3.0,1.0,200.0,11467.88990825688,Ready To Move
Super built-up  Area,Ready To Move,Amblipura,3.0,1605.0,3.0,2.0,100.0,6230.529595015576,Ready To Move
Super built-up  Area,Ready To Move,Whitefield,2.0,1250.0,2.0,2.0,82.0,6560.0,Ready To Move
Super built-up  Area,Ready To Move,Malleshwaram,3.0,2476.0,3.0,3.0,337.0,13610.662358642972,Ready To Move
Built-up  Area,Ready To Move,Subramanyapura,3.0,1260.0,2.0,2.0,76.0,6031.746031746032,Ready To Move
Super built-up  Area,18-Aug,Rajaji Nagar,3.0,1615.0,3.0,1.0,175.0,10835.913312693498,Upcoming
Super built-up  Area,Ready To Move,Yelahanka,2.0,1180.0,2.0,1.0,56.0,4745.762711864407,Ready To Move
Super built-up  Area,Ready To Move,Uttarahalli,3.0,1255.0,2.0,2.0,50.19,3999.203187250996,Ready To Move
Super built-up  Area,Ready To Move,Electronic City,2.0,1025.0,2.0,1.0,53.9,5258.536585365854,Ready To Move
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,1877.0,4.0,2.0,150.0,7991.475759190197,Ready To Move
Built-up  Area,Ready To Move,Lakshminarayana Pura,3.0,1649.0,3.0,2.0,150.0,9096.422073984233,Ready To Move
